FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,Thuringen,Germany,2020-07-09 04:34:23,51.011,10.8453,3283,182,3070,31,"Thuringen, Germany",153.1860886687555,5.543710021321962
,,Tianjin,China,2020-07-09 04:34:23,39.3054,117.323,199,3,195,1,"Tianjin, China",1.2756410256410255,1.5075376884422111
,,Tibet,China,2020-07-09 04:34:23,31.6927,88.0924,1,0,1,0,"Tibet, China",0.02906976744186046,0.0
,,Tlaxcala,Mexico,2020-07-09 04:34:23,19.3139,-98.2404,3093,420,2327,346,"Tlaxcala, Mexico",224.12864824990527,13.579049466537342
,,Tocantins,Brazil,2020-07-09 04:34:23,-10.1753,-48.2982,13440,233,8517,4690,"Tocantins, Brazil",854.4911009583777,1.7336309523809523
,,Tochigi,Japan,2020-07-09 04:34:23,36.689912,139.819213,90,0,67,23,"Tochigi, Japan",4.6535917972688585,0.0
,,Tokushima,Japan,2020-07-09 04:34:23,33.919178,134.242091,9,1,4,4,"Tokushima, Japan",1.2363027952806205,11.11111111111111
,,Tokyo,Japan,2020-07-09 04:34:23,35.711343,139.446921,7058,325,5706,1027,"Tokyo, Japan",50.701608105878286,4.604703882119581
,,Tolima,Colombia,2020-07-09 04:34:23,4.0925,-75.1545,1176,29,403,744,"Tolima, Colombia",88.4086222463458,2.4659863945578233
,,Tomsk Oblast,Russia,2020-07-09 04:34:23,58.6124279,82.04753149999998,2717,21,1512,1184,"Tomsk Oblast, Russia",251.97536817895167,0.7729112992270887
,,Toscana,Italy,2020-07-09 04:34:23,43.76923077,11.25588885,10313,1118,8854,341,"Toscana, Italy",276.514549255545,10.840686512169107
,,Tottori,Japan,2020-07-09 04:34:23,35.359069,133.863619,4,0,3,1,"Tottori, Japan",0.7199968320139392,0.0
,,Toyama,Japan,2020-07-09 04:34:23,36.637464,137.26934599999998,229,22,205,2,"Toyama, Japan",21.94533407698308,9.606986899563319
,,Tripura,India,2020-07-09 04:34:23,23.746782999999997,91.743565,1761,1,1324,436,"Tripura, India",42.23230212331832,0.05678591709256105
,,Tula Oblast,Russia,2020-07-09 04:34:23,53.9570701,37.3690909,7248,137,6005,1106,"Tula Oblast, Russia",485.8381008878209,1.890176600441501
,,Tumbes,Peru,2020-07-09 04:34:23,-3.857496,-80.54525500000003,3218,127,0,3091,"Tumbes, Peru",1279.5228628230616,3.946550652579242
,,Turks and Caicos Islands,United Kingdom,2020-07-09 04:34:23,21.69400000000001,-71.7979,55,2,11,42,"Turks and Caicos Islands, United Kingdom",142.05279198305698,3.6363636363636362
,,Tver Oblast,Russia,2020-07-09 04:34:23,57.1134475,35.174442799999994,3941,88,3005,848,"Tver Oblast, Russia",306.9618256634418,2.232935803095661
,,Tyumen Oblast,Russia,2020-07-09 04:34:23,58.8206488,70.36588370000001,3713,18,2251,1444,"Tyumen Oblast, Russia",100.55790271909868,0.4847831941826017
,,Tyva Republic,Russia,2020-07-09 04:34:23,51.4017149,93.8582593,5226,25,1973,3228,"Tyva Republic, Russia",1624.3837847582693,0.47837734404898585
,,Ucayali,Peru,2020-07-09 04:34:23,-9.621718,-73.444929,8421,161,0,8260,"Ucayali, Peru",1429.4686810388728,1.9118869492934332
,,Udmurt Republic,Russia,2020-07-09 04:34:23,57.1961165,52.69598320000001,1592,17,1252,323,"Udmurt Republic, Russia",105.21835452240649,1.0678391959798994
,,Ulyanovsk Oblast,Russia,2020-07-09 04:34:23,54.1463177,47.2324921,6628,49,3798,2781,"Ulyanovsk Oblast, Russia",531.678509374965,0.7392878696439348
,,Umbria,Italy,2020-07-09 04:34:23,43.10675841,12.38824698,1447,80,1360,7,"Umbria, Italy",164.05616684523503,5.5286800276434
,,Unknown,Colombia,2020-07-09 04:34:23,,,0,0,0,0,"Unknown, Colombia",,
,,Unknown,Germany,2020-07-09 04:34:23,,,1214,0,0,1214,"Unknown, Germany",,0.0
,,Unknown,India,2020-07-09 04:34:23,,,4385,0,0,4385,"Unknown, India",,0.0
,,Unknown,Japan,2020-07-09 04:34:23,,,8,0,8,0,"Unknown, Japan",,0.0
,,Unknown,Peru,2020-07-09 04:34:23,,,0,0,204748,-204748,"Unknown, Peru",,
,,Unknown,Spain,2020-07-09 04:34:23,,,0,0,0,0,"Unknown, Spain",,
,,Unknown,United Kingdom,2020-07-09 04:34:23,,,0,0,0,0,"Unknown, United Kingdom",,
,,Uppsala,Sweden,2020-07-09 04:34:23,60.0092,17.2715,3408,232,0,3176,"Uppsala, Sweden",888.1638099308597,6.807511737089202
,,Uttar Pradesh,India,2020-07-09 04:34:23,26.925425,80.560982,31156,845,20331,9980,"Uttar Pradesh, India",13.097209980253925,2.7121581717807164
,,Uttarakhand,India,2020-07-09 04:34:23,30.156446999999996,79.197608,3258,46,2650,562,"Uttarakhand, India",28.957791485769352,1.4119091467157765
,,Valle d'Aosta,Italy,2020-07-09 04:34:23,45.73750286,7.320149366,1196,146,1045,5,"Valle d'Aosta, Italy",951.7291868922383,12.207357859531772
,,Valle del Cauca,Colombia,2020-07-09 04:34:23,3.8009,-76.6413,12445,499,5566,6380,"Valle del Cauca, Colombia",278.0455087551381,4.009642426677381
,,Valparaiso,Chile,2020-07-09 04:34:23,-33.0472,-71.6127,13598,303,11387,1908,"Valparaiso, Chile",748.8289566287167,2.2282688630680982
,,Varmland,Sweden,2020-07-09 04:34:23,59.7294,13.2354,991,69,0,922,"Varmland, Sweden",350.90328383153815,6.962663975782038
,,Vasterbotten,Sweden,2020-07-09 04:34:23,65.3337,16.5162,749,31,0,718,"Vasterbotten, Sweden",275.63517531721965,4.138851802403204
,,Vasternorrland,Sweden,2020-07-09 04:34:23,63.4276,17.7292,1515,118,0,1397,"Vasternorrland, Sweden",617.4927755383193,7.788778877887789
,,Vastmanland,Sweden,2020-07-09 04:34:23,59.6714,16.2159,2436,170,0,2266,"Vastmanland, Sweden",883.1046420997301,6.9786535303776684
,,Vastra Gotaland,Sweden,2020-07-09 04:34:23,58.2528,13.0596,16403,781,0,15622,"Vastra Gotaland, Sweden",950.4131513122863,4.7613241480217035
,,Vaupes,Colombia,2020-07-09 04:34:23,0.8554,-70.812,28,1,20,7,"Vaupes, Colombia",68.63249748756036,3.5714285714285716
,,Veneto,Italy,2020-07-09 04:34:23,45.43490485,12.33845213,19348,2034,16928,386,"Veneto, Italy",394.3859723505837,10.512714492454
,,Veracruz,Mexico,2020-07-09 04:34:23,19.1738,-96.1342,12739,1844,9458,1437,"Veracruz, Mexico",149.17102875901273,14.47523353481435
,,Vichada,Colombia,2020-07-09 04:34:23,4.4234,-69.2878,1,0,1,0,"Vichada, Colombia",0.9275749480558028,0.0
,,Victoria,Australia,2020-07-09 04:34:23,-37.8136,144.9631,3098,22,2142,934,"Victoria, Australia",46.7277032836091,0.7101355713363461
,,Vinnytsia Oblast,Ukraine,2020-07-09 04:34:23,49.2331,28.4682,2002,33,1411,558,"Vinnytsia Oblast, Ukraine",128.30092912431093,1.6483516483516483
78,,Virgin Islands,US,2020-07-09 04:34:23,18.3358,-64.8963,122,6,0,116,"Virgin Islands, US",113.73382555841444,4.918032786885246
,,Vladimir Oblast,Russia,2020-07-09 04:34:23,56.0503336,40.6561633,4739,81,3380,1278,"Vladimir Oblast, Russia",343.82012526689766,1.7092213547161847
,,Volgograd Oblast,Russia,2020-07-09 04:34:23,49.6048339,44.29035820000001,7058,45,3564,3449,"Volgograd Oblast, Russia",279.93761888821376,0.6375743836780958
,,Vologda Oblast,Russia,2020-07-09 04:34:23,60.0391461,43.1215213,1770,17,1409,344,"Vologda Oblast, Russia",150.42207414193555,0.96045197740113
,,Volyn Oblast,Ukraine,2020-07-09 04:34:23,50.7472,25.3254,2825,71,1030,1724,"Volyn Oblast, Ukraine",272.8598611070866,2.5132743362831858
,,Voronezh Oblast,Russia,2020-07-09 04:34:23,50.9800393,40.15065070000001,8778,51,5665,3062,"Voronezh Oblast, Russia",376.1299323668848,0.5809979494190021
,,Wakayama,Japan,2020-07-09 04:34:23,33.911879,135.505446,64,3,61,0,"Wakayama, Japan",6.919420109348461,4.6875
,,Wales,United Kingdom,2020-07-09 04:34:23,52.1307,-3.7837,15913,1538,0,14375,"Wales, United Kingdom",507.0094946791563,9.665053729655
,,West Bengal,India,2020-07-09 04:34:23,23.814082,87.979803,24823,827,16291,7705,"West Bengal, India",24.920363111064034,3.3315876404947025
,,Western Australia,Australia,2020-07-09 04:34:23,-31.9505,115.8605,624,9,602,13,"Western Australia, Australia",23.720824146582533,1.4423076923076923
,,Xinjiang,China,2020-07-09 04:34:23,41.1129,85.2401,76,3,73,0,"Xinjiang, China",0.3055890631282669,3.9473684210526314
,,Yamagata,Japan,2020-07-09 04:34:23,38.448396,140.102154,71,1,68,2,"Yamagata, Japan",6.588312148662016,1.408450704225352
,,Yamaguchi,Japan,2020-07-09 04:34:23,34.201190000000004,131.573293,37,0,37,0,"Yamaguchi, Japan",2.7239210327930645,0.0
,,Yamalo-Nenets Autonomous Okrug,Russia,2020-07-09 04:34:23,67.1471631,74.3415488,7143,47,2757,4339,"Yamalo-Nenets Autonomous Okrug, Russia",1326.3466326987245,0.6579868402631948
,,Yamanashi,Japan,2020-07-09 04:34:23,35.612364,138.61148899999998,75,1,73,1,"Yamanashi, Japan",9.248343929880289,1.3333333333333333
,,Yaroslavl Oblast,Russia,2020-07-09 04:34:23,57.77819760000001,39.0021095,5106,22,4041,1043,"Yaroslavl Oblast, Russia",403.4182307748222,0.4308656482569526
,,Yucatan,Mexico,2020-07-09 04:34:23,20.7099,-89.0943,5538,539,3817,1182,"Yucatan, Mexico",245.1420876827832,9.732755507403395
,,Yukon,Canada,2020-07-09 04:34:23,64.2823,-135.0,11,0,11,0,"Yukon, Canada",26.778324163785967,0.0
,,Yunnan,China,2020-07-09 04:34:23,24.974,101.48700000000001,187,2,183,2,"Yunnan, China",0.38716356107660455,1.0695187165775402
,,Zabaykalsky Krai,Russia,2020-07-09 04:34:23,52.248521,115.956325,3480,44,2503,933,"Zabaykalsky Krai, Russia",324.38297324959035,1.264367816091954
,,Zacatecas,Mexico,2020-07-09 04:34:23,22.7709,-102.5832,1212,128,791,293,"Zacatecas, Mexico",72.73050228452989,10.561056105610561
,,Zakarpattia Oblast,Ukraine,2020-07-09 04:34:23,48.6208,22.2879,3533,121,1117,2295,"Zakarpattia Oblast, Ukraine",281.110310136362,3.424851401075573
,,Zaporizhia Oblast,Ukraine,2020-07-09 04:34:23,47.8388,35.1396,599,18,464,117,"Zaporizhia Oblast, Ukraine",35.114747255890954,3.005008347245409
,,Zhejiang,China,2020-07-09 04:34:23,29.1832,120.0934,1269,1,1267,1,"Zhejiang, China",2.2119574690604846,0.07880220646178093
,,Zhytomyr Oblast,Ukraine,2020-07-09 04:34:23,50.2547,28.6587,1484,32,1061,391,"Zhytomyr Oblast, Ukraine",121.62010436053968,2.1563342318059298
,,,Afghanistan,2020-07-09 04:34:23,33.93911,67.709953,33594,936,20700,11958,Afghanistan,86.29702457651614,2.786211823539918
,,,Albania,2020-07-09 04:34:23,41.1533,20.1683,3106,83,1791,1232,Albania,107.92966849676836,2.6722472633612364
,,,Algeria,2020-07-09 04:34:23,28.0339,1.6596,17348,978,12329,4041,Algeria,39.56120268336605,5.637537468296057
,,,Andorra,2020-07-09 04:34:23,42.5063,1.5218,855,52,802,1,Andorra,1106.5812463599302,6.081871345029239
,,,Angola,2020-07-09 04:34:23,-11.2027,17.8739,386,21,117,248,Angola,1.1744564366115435,5.4404145077720205
,,,Antigua and Barbuda,2020-07-09 02:48:04,17.0608,-61.7964,70,3,23,44,Antigua and Barbuda,71.48108814639326,4.285714285714286
,,,Argentina,2020-07-09 04:34:23,-38.4161,-63.6167,87030,1694,36502,48834,Argentina,192.56223872420648,1.9464552453177066
,,,Armenia,2020-07-09 04:34:23,40.0691,45.0382,29820,521,17427,11872,Armenia,1006.3329456937927,1.7471495640509724
,,,Austria,2020-07-09 04:34:23,47.5162,14.5501,18513,706,16721,1086,Austria,205.55382838870136,3.8135364338572897
,,,Azerbaijan,2020-07-09 04:34:23,40.1431,47.5769,21916,274,13100,8542,Azerbaijan,216.15170859562042,1.2502281438218652
,,,Bahamas,2020-07-09 04:34:23,25.025885,-78.035889,106,11,89,6,Bahamas,26.955000406867928,10.377358490566039
,,,Bahrain,2020-07-09 04:34:23,26.0275,50.55,30931,98,26073,4760,Bahrain,1817.7779162109641,0.31683424396236787
,,,Bangladesh,2020-07-09 04:34:23,23.685,90.3563,172134,2197,80838,89099,Bangladesh,104.52039886505615,1.2763312303205643
,,,Barbados,2020-07-09 04:34:23,13.1939,-59.5432,98,7,90,1,Barbados,34.102258056658464,7.142857142857143
,,,Belarus,2020-07-09 04:34:23,53.7098,27.9534,64224,443,52854,10927,Belarus,679.6678830150862,0.689773293472845
,,,Belgium,2020-07-09 04:34:23,50.8333,4.469936,62123,9776,17138,35209,Belgium,536.0229363940962,15.736522704956297
,,,Belize,2020-07-09 04:34:23,17.1899,-88.4976,30,2,19,9,Belize,7.544873132958269,6.666666666666667
,,,Benin,2020-07-09 04:34:23,9.3077,2.3158,1199,21,333,845,Benin,9.890129650608694,1.7514595496246872
,,,Bhutan,2020-07-09 04:34:23,27.5142,90.4336,80,0,55,25,Bhutan,10.367905112932409,0.0
,,,Bolivia,2020-07-09 04:34:23,-16.2902,-63.5887,42984,1577,12883,28524,Bolivia,368.23347222044936,3.6688069979527267
,,,Bosnia and Herzegovina,2020-07-09 04:34:23,43.9159,17.6791,5869,209,2769,2891,Bosnia and Herzegovina,178.88847740576657,3.5610836599079914
,,,Botswana,2020-07-09 04:34:23,-22.3285,24.6849,314,1,31,282,Botswana,13.352469037367776,0.3184713375796178
,,,Brunei,2020-07-09 04:34:23,4.5353,114.7277,141,3,138,0,Brunei,32.229823787438605,2.127659574468085
,,,Bulgaria,2020-07-09 04:34:23,42.7339,25.4858,6342,259,3166,2917,Bulgaria,91.27221989956026,4.083885209713024
,,,Burkina Faso,2020-07-09 04:34:23,12.2383,-1.5616,1003,53,861,89,Burkina Faso,4.798290488219121,5.284147557328016
,,,Burma,2020-07-09 04:34:23,21.9162,95.956,317,6,250,61,Burma,0.5826156959903211,1.8927444794952681
,,,Burundi,2020-07-09 04:34:23,-3.3731,29.9189,191,1,118,72,Burundi,1.6062864163422066,0.5235602094240838
,,,Cabo Verde,2020-07-09 04:34:23,16.5388,-23.0418,1542,18,730,794,Cabo Verde,277.3441153406189,1.1673151750972763
,,,Cambodia,2020-07-09 04:34:23,11.55,104.9167,141,0,131,10,Cambodia,0.8433533379536337,0.0
,,,Cameroon,2020-07-09 04:34:23,3.8480000000000003,11.5021,14916,359,11525,3032,Cameroon,56.18954425442698,2.406811477607938
,,,Central African Republic,2020-07-09 04:34:23,6.6111,20.9394,4109,52,1050,3007,Central African Republic,85.07662072101245,1.2655147237770747
,,,Chad,2020-07-09 04:34:23,15.4542,18.7322,873,74,788,11,Chad,5.314790538503953,8.47651775486827
,,,Comoros,2020-07-09 04:34:23,-11.6455,43.3333,313,7,272,34,Comoros,35.99376721347293,2.236421725239617
,,,Congo (Brazzaville),2020-07-09 04:34:23,-0.228,15.8277,1821,47,525,1249,Congo (Brazzaville),33.000537142186104,2.5809994508511807
,,,Congo (Kinshasa),2020-07-09 04:34:23,-4.0383,21.7587,7432,182,3226,4024,Congo (Kinshasa),8.298217388374129,2.448869752421959
,,,Costa Rica,2020-07-09 04:34:23,9.7489,-83.7534,5836,25,1929,3882,Costa Rica,114.5635924127336,0.4283755997258396
,,,Cote d'Ivoire,2020-07-09 04:34:23,7.54,-5.5471,11504,78,5571,5855,Cote d'Ivoire,43.61164632638032,0.6780250347705146
,,,Croatia,2020-07-09 04:34:23,45.1,15.2,3325,114,2277,934,Croatia,80.99349421280168,3.4285714285714284
,,,Cuba,2020-07-09 04:34:23,21.521757,-77.78116700000002,2399,86,2242,71,Cuba,21.180200688360934,3.5848270112546894
,,,Cyprus,2020-07-09 04:34:23,35.1264,33.4299,1008,19,839,150,Cyprus,83.48787148168606,1.8849206349206349
,,,Czechia,2020-07-09 04:34:23,49.8175,15.472999999999999,12814,351,8010,4453,Czechia,119.65656492839376,2.7391915092867176
